,title,brand,category,actual_price,discount_price,rating,rating_count,discount_percent,price_category,popularity_score,revenue_potential
28,Smart Fitness Watch,JBL,Headphones,35054.0,34322.0,2.8,19153.0,2.0882067667028013,Premium,27.60874718022838,671389262.0
29,Laptop with SSD Storage,JBL,Speaker,18924.0,15420.0,1.8,12731.0,18.516169942929615,Premium,17.01337281912357,240921444.0
30,Android Tablet,OnePlus,Speaker,26981.0,24923.0,1.8,19430.0,7.6275897854045445,Premium,17.774325014131847,524240830.0
31,Smartphone with AMOLED Display,LG,Laptop,25004.0,21812.0,1.1,6840.0,12.76595744680851,Premium,9.713758118637099,171027360.0
32,4K Action Camera,OnePlus,Smartphone,7793.0,5953.0,4.6,5066.0,23.610932888489668,Premium,39.240319345189185,39479338.0
33,Smartphone with AMOLED Display,Apple,Smartphone,69939.0,68412.0,1.8,2415.0,2.1833311886072146,Premium,14.02176340629847,168902685.0
34,Smart Fitness Watch,Sony,Speaker,54683.0,53748.0,1.9,2389.0,1.7098549823528337,Premium,14.780192425358555,130637687.0
35,4K Action Camera,LG,Speaker,3294.0,2305.8,2.1,16211.0,29.999999999999993,Premium,20.35636467427122,53399034.0
36,Android Tablet,Dell,Camera,69580.0,65038.0,1.5,763.0,6.527737855705662,Premium,9.95785168374978,53089540.0
37,Smart Fitness Watch,Sony,Tablet,47534.0,45946.0,3.6,17199.0,3.340766609163967,Premium,35.109592786085564,817537266.0
38,Noise Cancelling Earbuds,LG,Camera,47591.0,45468.0,1.3,6255.0,4.460927486289425,Premium,11.36368516689269,297681705.0
39,Laptop with SSD Storage,LG,Camera,5894.0,5532.0,1.5,17261.0,6.141839158466237,Premium,14.634394249169404,101736334.0
40,Android Tablet,Apple,Smartphone,7671.0,6811.0,3.6,7173.0,11.211054621301002,Premium,31.961587169132024,55024083.0
41,Noise Cancelling Earbuds,Mi,Laptop,47615.0,45330.0,2.4,10518.0,4.79890790717211,Premium,22.226252219374256,500814570.0
42,Gaming Laptop,Apple,Smartwatch,79826.0,76919.0,3.8,10252.0,3.6416706336281415,Premium,35.094237373746346,818376152.0
43,Android Tablet,LG,Camera,16926.0,14113.0,3.2,12447.0,16.61940210327307,Premium,30.173808788538153,210677922.0
44,Gaming Laptop,Samsung,Laptop,7430.0,5348.0,2.0,15089.0,28.021534320323017,Premium,19.24357510352379,112111270.0
45,4K Action Camera,Sony,Monitor,7128.0,5571.0,3.6,9395.0,21.843434343434343,Premium,32.93294164480369,66967560.0
46,Noise Cancelling Earbuds,Apple,Headphones,57814.0,53219.0,1.5,12067.0,7.947901892275228,Premium,14.097468900418429,697641538.0
47,Laptop with SSD Storage,Mi,Camera,52964.0,50344.0,3.1,19207.0,4.94675628728948,Premium,30.57555462749338,1017279548.0
48,Smart Fitness Watch,Boat,Monitor,18183.0,16239.0,2.7,5287.0,10.691305065170765,Premium,23.147627530135114,96133521.0
49,High Resolution Monitor,OnePlus,Smartwatch,43359.0,40604.0,2.1,19669.0,6.353928826771835,Premium,20.762384813904518,852828171.0
50,Smartphone with AMOLED Display,LG,Headphones,43232.0,42586.0,3.4,13461.0,1.4942635085122133,Premium,32.32592901394024,581945952.0
51,Wireless Bluetooth Headphones,Dell,Headphones,61569.0,59372.0,4.5,13402.0,3.5683542042261527,Premium,42.76455228665324,825147738.0
52,Laptop with SSD Storage,Boat,Smartwatch,76286.0,75621.0,5.0,7433.0,0.8717195815746007,Premium,44.56909675428599,567033838.0
53,Noise Cancelling Earbuds,JBL,Camera,2335.0,1338.0,3.4,11284.0,42.698072805139184,Premium,31.72618094345556,26348140.0
54,High Resolution Monitor,HP,Smartphone,41045.0,36344.0,2.6,4826.0,11.453282982092825,Premium,22.05314913271728,198083170.0
55,Laptop with SSD Storage,Mi,Smartwatch,17541.0,13118.0,1.9,3664.0,25.215210079242915,Premium,15.59250886720943,64270224.0
56,Noise Cancelling Earbuds,Dell,Smartwatch,53275.0,49461.0,2.0,10528.0,7.159080244016894,Premium,18.52377726771352,560879200.0
57,Portable Bluetooth Speaker,HP,Smartwatch,23454.0,21391.0,2.9,497.0,8.795940990875756,Premium,18.010740223371492,11656638.0
58,Portable Bluetooth Speaker,Mi,Headphones,25925.0,22178.0,2.5,7641.0,14.453230472516875,Premium,22.353536570017113,198092925.0
59,Gaming Laptop,Samsung,Tablet,45250.0,44710.0,4.7,4643.0,1.1933701657458562,Premium,39.68365731124358,210095750.0
60,Laptop with SSD Storage,OnePlus,Laptop,56696.0,52296.0,2.5,5056.0,7.760688584732608,Premium,21.32132175269996,286654976.0
61,Portable Bluetooth Speaker,Boat,Monitor,13631.0,11153.0,2.5,131.0,18.1791504658499,Premium,12.207004806465926,1785661.0
62,Noise Cancelling Earbuds,Sony,Smartphone,64227.0,63636.0,2.5,5443.0,0.9201737586996124,Premium,21.50567340942839,349587561.0
63,Gaming Laptop,Mi,Camera,63314.0,61977.0,4.3,17241.0,2.1116972549515114,Premium,41.94694525111044,1091596674.0
64,Noise Cancelling Earbuds,Sony,Camera,39646.0,37963.0,3.6,13443.0,4.245068859405741,Premium,34.222637479841985,532961178.0
65,Gaming Laptop,OnePlus,Monitor,70711.0,65741.0,3.5,8712.0,7.028609410134208,Premium,31.7540000478095,616034232.0
66,Laptop with SSD Storage,LG,Laptop,54778.0,51802.0,2.3,8221.0,5.432838000657198,Premium,20.733508165152994,450329938.0
67,High Resolution Monitor,JBL,Smartwatch,12554.0,11152.0,4.3,15660.0,11.167755297116457,Premium,41.53339394520567,196595640.0
68,Smart Fitness Watch,Boat,Tablet,56034.0,51608.0,1.2,6147.0,7.898775743298711,Premium,10.468658525590183,344440998.0
69,Android Tablet,OnePlus,Smartphone,28921.0,27573.0,4.5,11588.0,4.6609729954012655,Premium,42.11015243100476,335136548.0
70,High Resolution Monitor,OnePlus,Camera,76741.0,71823.0,3.1,4604.0,6.408569083019507,Premium,26.148183640937162,353315564.0
71,4K Action Camera,Samsung,Monitor,46421.0,42404.0,2.6,9452.0,8.653411171667996,Premium,23.800627319106002,438771292.0
72,Noise Cancelling Earbuds,HP,Speaker,60497.0,56024.0,3.0,17942.0,7.393755062234492,Premium,29.384866037138003,1085437174.0
73,4K Action Camera,JBL,Tablet,42731.0,40423.0,3.7,16399.0,5.40123095644848,Premium,35.90863547110548,700745669.0
74,High Resolution Monitor,Boat,Monitor,5137.0,440.0,1.1,3605.0,91.43468950749465,Premium,9.009389844139589,18518885.0
75,Gaming Laptop,LG,Tablet,71532.0,69409.0,4.5,13284.0,2.9679024772129954,Premium,42.72475886187261,950231088.0
76,Android Tablet,LG,Camera,49294.0,48543.0,2.8,1607.0,1.5235119892887572,Premium,20.67169005926895,79215458.0
77,Android Tablet,Apple,Smartwatch,79379.0,77410.0,2.4,11709.0,2.4805049194371307,Premium,22.48367629582023,929448711.0
78,Wireless Bluetooth Headphones,OnePlus,Speaker,12915.0,10405.0,1.6,2016.0,19.43476577622919,Premium,12.174986460726739,26036640.0
79,Android Tablet,Mi,Laptop,1766.0,1236.2,2.8,3574.0,30.0,Midrange,22.9088172743587,6311684.0
80,Smart Fitness Watch,Samsung,Smartphone,31071.0,26757.0,3.0,13541.0,13.884329439026747,Premium,28.540653738136772,420732411.0
81,Android Tablet,JBL,Laptop,66211.0,61837.0,2.6,7274.0,6.606153056138709,Premium,23.119717639303204,481618814.0
82,High Resolution Monitor,LG,Laptop,21046.0,20630.0,3.7,9935.0,1.9766226361303811,Premium,34.054503275441064,209092010.0
83,Wireless Bluetooth Headphones,Boat,Monitor,61039.0,60462.0,2.7,15748.0,0.94529726895919,Premium,26.094236805471372,961242172.0
84,High Resolution Monitor,Apple,Tablet,73669.0,68733.0,4.8,6406.0,6.700240263883045,Premium,42.0727028238673,471923614.0
85,High Resolution Monitor,Boat,Smartphone,2193.0,1535.1,3.4,11826.0,30.000000000000004,Premium,31.8856771296538,25934418.0
86,Smartphone with AMOLED Display,Samsung,Smartphone,30873.0,27214.0,4.2,17472.0,11.851779872380398,Premium,41.02733086762397,539413056.0
87,Wireless Bluetooth Headphones,Mi,Camera,41174.0,37189.0,1.4,1361.0,9.678437849128091,Premium,10.10339328139324,56037814.0
88,High Resolution Monitor,Apple,Camera,77662.0,72993.0,2.6,4473.0,6.011949215832711,Premium,21.855699169330197,347382126.0
89,Smartphone with AMOLED Display,Apple,Smartphone,33667.0,31464.0,2.3,7319.0,6.543499569311195,Premium,20.46624089599732,246408773.0
90,Smartphone with AMOLED Display,HP,Speaker,21499.0,19541.0,3.3,8667.0,9.107400344202055,Premium,29.92239809676562,186331833.0
91,Wireless Bluetooth Headphones,JBL,Headphones,74628.0,71566.0,4.4,9481.0,4.1030176341319615,Premium,40.29146239123309,707548068.0
92,4K Action Camera,Apple,Camera,58024.0,53746.0,1.3,8520.0,7.372811250517028,Premium,11.765375678976344,494364480.0
93,Gaming Laptop,HP,Headphones,36705.0,33633.0,1.3,17570.0,8.369431957498978,Premium,12.70620662318526,644906850.0
94,Smart Fitness Watch,HP,Monitor,16289.0,12756.0,4.4,19798.0,21.689483700656886,Premium,43.53090152556948,322489622.0
95,Gaming Laptop,Samsung,Speaker,29231.0,26461.0,1.9,3536.0,9.476240977044919,Premium,15.524964959490411,103360816.0
96,Android Tablet,Sony,Smartphone,9590.0,7770.0,3.7,1773.0,18.97810218978102,Premium,27.679671002617244,17003070.0
97,Smart Fitness Watch,Boat,Speaker,38667.0,34504.0,3.2,10255.0,10.766286497530194,Premium,29.553978173313443,396530085.0
98,Android Tablet,Mi,Camera,79781.0,77954.0,4.3,2558.0,2.2900189268121482,Premium,33.743698895487086,204079798.0
99,High Resolution Monitor,Dell,Laptop,76598.0,72336.0,1.5,5079.0,5.564113945533826,Premium,12.79959981085879,389041242.0
100,Noise Cancelling Earbuds,Boat,Monitor,30433.0,29586.0,1.5,14341.0,2.7831630138336676,Premium,14.35642136166378,436439653.0
101,Wireless Bluetooth Headphones,Apple,Smartphone,27352.0,24087.0,3.2,19675.0,11.936969874232231,Premium,31.63889567332874,538150600.0
102,Smart Fitness Watch,Mi,Smartwatch,40775.0,36937.0,4.8,9981.0,9.412630288166769,Premium,44.20098600014186,406975275.0
103,Smart Fitness Watch,LG,Monitor,57956.0,54930.0,2.7,3524.0,5.221202291393471,Premium,22.052616431165198,204236944.0
104,High Resolution Monitor,Sony,Tablet,4933.0,1146.0,2.3,19888.0,76.76870058787756,Premium,22.76522081634547,98107504.0
105,4K Action Camera,LG,Headphones,17604.0,15843.0,3.4,8998.0,10.003408316291752,Premium,30.956553712715422,158400792.0
106,Smartphone with AMOLED Display,LG,Speaker,46846.0,46044.0,4.7,13697.0,1.7119924860180165,Premium,44.767524044061894,641649662.0
107,High Resolution Monitor,JBL,Smartphone,7308.0,4789.0,4.3,19050.0,34.469074986316365,Premium,42.37596195224637,139217400.0
108,Portable Bluetooth Speaker,Boat,Monitor,48591.0,44572.0,5.0,13606.0,8.271079006400363,Premium,47.59169822595429,661129146.0
109,Smartphone with AMOLED Display,Dell,Speaker,27705.0,26263.0,1.1,13429.0,5.204836672080852,Premium,10.455770918469012,372050445.0
110,Wireless Bluetooth Headphones,Samsung,Smartphone,36686.0,34031.0,1.5,16039.0,7.237093169056316,Premium,14.524261322130759,588406754.0
111,Smartphone with AMOLED Display,Dell,Camera,21127.0,20400.0,3.4,7140.0,3.4410943342642115,Premium,30.17026754526697,150846780.0
112,4K Action Camera,LG,Monitor,33340.0,33185.0,4.3,8785.0,0.46490701859628075,Premium,39.04793374550361,292891900.0
113,Smartphone with AMOLED Display,Apple,Camera,60654.0,57317.0,2.1,14901.0,5.501698156758004,Premium,20.179426493338713,903805254.0
114,Wireless Bluetooth Headphones,Sony,Monitor,78843.0,74040.0,2.0,3280.0,6.091853430234771,Premium,16.1918070659222,258605040.0
115,4K Action Camera,OnePlus,Camera,18457.0,16461.0,4.1,2212.0,10.81432518827545,Premium,31.5786277942093,40826884.0
116,Gaming Laptop,Dell,Tablet,35615.0,34470.0,1.2,15213.0,3.2149375263231783,Premium,11.555965602668696,541810995.0
117,Smart Fitness Watch,LG,Speaker,36232.0,34400.0,2.5,8078.0,5.056303819827777,Premium,22.49255845369927,292682096.0
118,Smart Fitness Watch,Sony,Smartwatch,21464.0,16873.0,3.0,15936.0,21.389303019008572,Premium,29.0291961865789,342050304.0
119,Android Tablet,Mi,Monitor,14714.0,11407.0,3.2,16997.0,22.47519369308142,Premium,31.17072310098743,250093858.0
120,Gaming Laptop,Boat,Tablet,14627.0,12580.0,3.9,14274.0,13.99466739591167,Premium,37.30843363464442,208785798.0
121,Gaming Laptop,HP,Monitor,1246.0,872.2,2.4,868.0,30.0,Midrange,16.24162350063694,1081528.0
122,Smartphone with AMOLED Display,JBL,Camera,14993.0,13382.0,3.5,17195.0,10.745014340025346,Premium,34.1335122716566,257804635.0
123,Smart Fitness Watch,Sony,Smartphone,27541.0,23485.0,3.3,16042.0,14.727134090991612,Premium,31.953992057958548,441812722.0
124,Wireless Bluetooth Headphones,Apple,Monitor,15840.0,14115.0,3.2,15407.0,10.890151515151516,Premium,30.8564548289213,244046880.0
125,Laptop with SSD Storage,Apple,Tablet,72555.0,71383.0,3.6,16254.0,1.6153263041830335,Premium,34.90616099785682,1179308970.0
126,Laptop with SSD Storage,Sony,Camera,65057.0,61026.0,2.0,1744.0,6.196104954117159,Premium,14.929019669273055,113459408.0
127,4K Action Camera,Apple,Laptop,41503.0,40152.0,1.3,2256.0,3.255186372069489,Premium,10.038329309862796,93630768.0
128,Smart Fitness Watch,Boat,Camera,25381.0,24388.0,1.5,11859.0,3.912375398920452,Premium,14.071390008827574,300993279.0
129,Smart Fitness Watch,Apple,Speaker,62161.0,57561.0,1.9,5423.0,7.400138350412639,Premium,16.33731877627844,337099103.0
130,Laptop with SSD Storage,Dell,Smartwatch,11650.0,10655.0,3.0,5089.0,8.540772532188841,Premium,25.605099328633706,59286850.0
131,Smart Fitness Watch,HP,Laptop,55812.0,55162.0,4.4,6608.0,1.1646240951766644,Premium,38.70322559607,368805696.0
132,Smartphone with AMOLED Display,Apple,Speaker,57109.0,54359.0,3.8,9717.0,4.8153530967098,Premium,34.89059343687022,554928153.0
133,Portable Bluetooth Speaker,HP,Speaker,43132.0,38262.0,4.2,17853.0,11.290920893999814,Premium,41.117927977305094,770035596.0
134,Noise Cancelling Earbuds,LG,Speaker,28669.0,27202.0,2.4,19059.0,5.11702535840106,Premium,23.652833225299663,546402471.0
135,Gaming Laptop,Samsung,Smartphone,32028.0,30454.0,2.6,17897.0,4.914449856375671,Premium,25.46035505973129,573205116.0
136,Android Tablet,Boat,Speaker,17876.0,14060.0,2.6,4876.0,21.34705750727232,Premium,22.07994244484614,87163376.0
137,4K Action Camera,Samsung,Smartphone,29301.0,29001.0,1.8,17835.0,1.0238558410975735,Premium,17.62015349834526,522583335.0
138,Portable Bluetooth Speaker,LG,Speaker,690.0,483.0,1.2,3007.0,30.0,Midrange,9.610836822083675,2074830.0
139,Laptop with SSD Storage,Boat,Headphones,45736.0,45608.0,3.4,14325.0,0.2798670631450061,Premium,32.537426580392946,655168200.0
140,Gaming Laptop,Sony,Tablet,11869.0,8696.0,5.0,3124.0,26.733507456399025,Premium,40.23594781085251,37078756.0
141,Smart Fitness Watch,Sony,Laptop,13329.0,12382.0,1.7,1753.0,7.104809062945456,Premium,12.698412093984619,23365737.0
142,Android Tablet,HP,Headphones,22790.0,17864.0,1.2,17996.0,21.614743308468626,Premium,11.757552427585443,410128840.0
143,Smart Fitness Watch,LG,Speaker,46175.0,45900.0,4.1,3275.0,0.5955603681645912,Premium,33.18695162438914,151223125.0
144,Wireless Bluetooth Headphones,HP,Laptop,6167.0,4908.0,2.0,8747.0,20.415112696610993,Premium,18.153160763593316,53942749.0
145,Wireless Bluetooth Headphones,JBL,Laptop,9421.0,4473.0,4.3,12443.0,52.52096380426706,Premium,40.544673589475366,117225503.0
146,Android Tablet,Apple,Monitor,1839.0,1287.3,3.8,18433.0,30.000000000000004,Midrange,37.323417845303716,33898287.0
147,Android Tablet,OnePlus,Smartwatch,17327.0,15099.0,4.8,824.0,12.858544468171063,Premium,32.233840254406466,14277448.0
148,Laptop with SSD Storage,JBL,Headphones,74529.0,71800.0,2.6,13880.0,3.661661903420145,Premium,24.799518321695285,1034462520.0
149,Android Tablet,Apple,Smartwatch,9221.0,6286.0,3.6,11041.0,31.82951957488342,Premium,33.514061266238365,101809061.0
150,Smartphone with AMOLED Display,Boat,Laptop,50735.0,47879.0,2.9,19414.0,5.629250024637824,Premium,28.634023602280724,984969290.0
151,Smart Fitness Watch,HP,Smartphone,10610.0,9857.0,3.5,1081.0,7.09707822808671,Premium,24.452982607922493,11469410.0
152,Portable Bluetooth Speaker,Boat,Laptop,64265.0,61671.0,2.8,11517.0,4.036411732669416,Premium,26.18466566258653,740140005.0
153,High Resolution Monitor,Boat,Smartwatch,70222.0,67802.0,1.8,16876.0,3.4462134373842956,Premium,17.520672649025673,1185066472.0
154,Android Tablet,Apple,Headphones,12542.0,9211.0,3.0,4764.0,26.55876255780577,Premium,25.40715844826491,59750088.0
155,4K Action Camera,LG,Speaker,9247.0,4487.0,3.1,8266.0,51.47615442846328,Premium,27.962083592283296,76435702.0
156,Wireless Bluetooth Headphones,Apple,Monitor,71766.0,71388.0,4.2,11183.0,0.5267118133935289,Premium,39.153405750789084,802559178.0
157,Smartphone with AMOLED Display,Mi,Monitor,62116.0,57838.0,3.9,19744.0,6.88711443106446,Premium,38.57355673751092,1226418304.0
158,Gaming Laptop,Sony,Monitor,49085.0,44105.0,3.7,16712.0,10.145665681980239,Premium,35.978585913149026,820308520.0
159,High Resolution Monitor,Sony,Speaker,807.0,637.0,1.5,12877.0,21.065675340768276,Midrange,14.194913562147192,10391739.0
160,Portable Bluetooth Speaker,JBL,Monitor,67272.0,66258.0,3.9,9982.0,1.5073135925793792,Premium,35.913691808812054,671509104.0
161,High Resolution Monitor,Sony,Headphones,27451.0,23177.0,3.0,8968.0,15.569560307456923,Premium,27.304588398354014,246180568.0
162,Android Tablet,Apple,Speaker,11918.0,8193.0,4.6,14639.0,31.255244168484648,Premium,44.12095882257039,174467602.0
163,Laptop with SSD Storage,Dell,Monitor,74586.0,72460.0,4.7,4674.0,2.8504008795216262,Premium,39.7149268760971,348614964.0
164,Wireless Bluetooth Headphones,HP,Speaker,16422.0,16040.0,1.2,4316.0,2.3261478504445257,Premium,10.044379194666574,70877352.0
165,Wireless Bluetooth Headphones,Apple,Smartwatch,7654.0,4236.0,4.3,15314.0,44.656388816305196,Premium,41.43732848284756,117213356.0
166,Gaming Laptop,Apple,Tablet,31279.0,29913.0,1.2,9695.0,4.36714728731737,Premium,11.015362449970914,303249905.0
167,Laptop with SSD Storage,OnePlus,Tablet,79676.0,78430.0,2.5,15814.0,1.5638335257794067,Premium,24.171785339349373,1259996264.0
168,Smart Fitness Watch,HP,Headphones,53074.0,49854.0,3.2,19709.0,6.067000791347929,Premium,31.64442048046965,1046035466.0
169,Noise Cancelling Earbuds,Mi,Camera,5337.0,3858.0,1.6,8379.0,27.712197863968523,Premium,14.453765109561807,44718723.0
170,Smartphone with AMOLED Display,Sony,Smartphone,28933.0,28528.0,4.0,1214.0,1.3997857118169563,Premium,28.409997423098595,35124662.0
171,Wireless Bluetooth Headphones,HP,Monitor,24795.0,20511.0,1.0,11638.0,17.277676950998185,Premium,9.362116806941977,288564210.0
172,4K Action Camera,Sony,Smartphone,64850.0,63274.0,1.7,10713.0,2.430223592906708,Premium,15.774821179949539,694738050.0
173,Wireless Bluetooth Headphones,JBL,Speaker,36783.0,32836.0,3.3,15977.0,10.730500502949731,Premium,31.94059458163856,587681991.0
174,High Resolution Monitor,HP,Smartphone,73673.0,73595.0,3.9,12071.0,0.10587325071600179,Premium,36.65471160174597,889306783.0
175,Wireless Bluetooth Headphones,Sony,Headphones,34369.0,33306.0,4.7,3136.0,3.092903488608921,Premium,37.83980437849619,107781184.0
176,Wireless Bluetooth Headphones,Mi,Headphones,7670.0,4918.0,3.8,6618.0,35.88005215123859,Premium,33.43125840445191,50760060.0
177,Noise Cancelling Earbuds,Samsung,Laptop,72247.0,71370.0,3.7,5265.0,1.2138912342380999,Premium,31.705397458208143,380380455.0
178,Noise Cancelling Earbuds,Boat,Tablet,39433.0,34937.0,2.6,7965.0,11.401617934217533,Premium,23.355638185728132,314083845.0
179,Portable Bluetooth Speaker,Boat,Monitor,992.0,694.4,1.0,9597.0,30.000000000000004,Midrange,9.169310022418191,9520224.0
180,Smart Fitness Watch,Mi,Laptop,29226.0,28878.0,1.5,8708.0,1.1907205912543626,Premium,13.60816837903911,254500008.0
181,4K Action Camera,OnePlus,Smartphone,74284.0,72369.0,3.1,6569.0,2.5779441064024553,Premium,27.249834245583834,487971596.0
182,Wireless Bluetooth Headphones,Samsung,Camera,43690.0,39624.0,3.7,17875.0,9.306477454795148,Premium,36.22749294719736,780958750.0
183,Wireless Bluetooth Headphones,JBL,Laptop,49893.0,47732.0,2.7,5213.0,4.331268915479125,Premium,23.10957700513231,260092209.0
184,Smartphone with AMOLED Display,Mi,Laptop,75909.0,75105.0,3.9,11881.0,1.0591629451053235,Premium,36.592841722771176,901874829.0
185,Noise Cancelling Earbuds,Boat,Headphones,5509.0,4690.0,3.1,4228.0,14.866581956797967,Premium,25.884134596164717,23292052.0
186,4K Action Camera,Boat,Camera,6833.0,3048.0,1.3,4409.0,55.39294599736573,Premium,10.90911895897316,30126697.0
187,Gaming Laptop,Boat,Speaker,7511.0,6223.0,1.8,590.0,17.148182665424045,Premium,11.487268831330978,4431490.0
188,Portable Bluetooth Speaker,LG,Smartphone,10227.0,5248.0,4.4,19440.0,48.684853818324044,Premium,43.45061387489082,198812880.0
189,Smart Fitness Watch,Mi,Laptop,77763.0,75500.0,3.9,18590.0,2.910124352198346,Premium,38.33868819935785,1445614170.0
190,Laptop with SSD Storage,Apple,Camera,24894.0,22938.0,4.6,2708.0,7.857315015666426,Premium,36.359940273591434,67412952.0
191,Smart Fitness Watch,JBL,Tablet,75152.0,73538.0,1.5,5981.0,2.1476474345326806,Premium,13.04476535878484,449484112.0
192,High Resolution Monitor,Boat,Monitor,78013.0,76745.0,5.0,12221.0,1.6253701306192556,Premium,47.05496442727431,953396873.0
193,Wireless Bluetooth Headphones,Sony,Camera,76682.0,72031.0,1.8,17131.0,6.065308677394956,Premium,17.54766600972347,1313639342.0
194,Portable Bluetooth Speaker,Mi,Tablet,8233.0,6826.0,1.0,13785.0,17.089760719057452,Premium,9.531408863445597,113491905.0
195,High Resolution Monitor,LG,Smartphone,40996.0,37107.0,5.0,6553.0,9.486291345497122,Premium,43.939154146293795,268646788.0
196,4K Action Camera,Mi,Camera,65749.0,64239.0,2.1,17881.0,2.296612876241464,Premium,20.562254788520054,1175657869.0
197,Laptop with SSD Storage,JBL,Tablet,67916.0,63881.0,3.7,1379.0,5.941162612639142,Premium,26.750403479159626,93656164.0
198,Noise Cancelling Earbuds,LG,Camera,6389.0,4923.0,1.7,7360.0,22.94568790107998,Premium,15.136716822499801,47023040.0
199,Portable Bluetooth Speaker,JBL,Camera,56848.0,53945.0,3.3,3770.0,5.106600056290459,Premium,27.175815140952576,214316960.0
200,Portable Bluetooth Speaker,Mi,Monitor,26423.0,21517.0,4.6,19726.0,18.56715740074935,Premium,45.49282025982179,521220098.0
201,Wireless Bluetooth Headphones,Apple,Tablet,8097.0,3119.0,2.3,14449.0,61.479560330986786,Premium,22.03043429514333,116993553.0
202,Android Tablet,JBL,Tablet,50313.0,48835.0,3.7,9088.0,2.9376105579074987,Premium,33.72483462943945,457244544.0
203,Portable Bluetooth Speaker,LG,Laptop,8646.0,4218.0,1.8,1546.0,51.21443442054129,Premium,13.219331131031518,13366716.0
204,Smartphone with AMOLED Display,LG,Smartphone,33972.0,29448.0,3.5,19510.0,13.316849169904627,Premium,34.57556790824464,662793720.0
